ConfigIndex,InaccuracyType,Steps,TerminationReason,BugFound
config_7693,accurate,60,Crashed,True
config_7694,accurate,6542,Complete,False
config_7659,accurate,48,Crashed,True
config_766,accurate,2625,Crashed,True
config_7660,accurate,1,Crashed,True
config_7661,accurate,51,Crashed,True
config_7662,accurate,6965,Complete,False
config_7663,accurate,68,Crashed,True
config_7664,accurate,596,Crashed,True
config_7665,accurate,3059,Crashed,True
config_7666,accurate,40,Crashed,True
config_7667,accurate,927,Crashed,True
config_7668,accurate,460,Crashed,True
config_7669,accurate,7538,Complete,False
config_767,accurate,9124,Complete,False
config_7670,accurate,14,Crashed,True
config_7671,accurate,444,Crashed,True
config_7672,accurate,4031,Crashed,True
config_7673,accurate,57,Crashed,True
config_7674,accurate,321,Crashed,True
config_7675,accurate,6214,Complete,False
config_7676,accurate,1319,Crashed,True
config_7802,accurate,63,Crashed,True
config_7803,accurate,5720,Crashed,True
config_7804,accurate,438,Crashed,True
config_7805,accurate,1052,Crashed,True
config_7806,accurate,48,Crashed,True
config_7807,accurate,50,Crashed,True
config_7808,accurate,265,Crashed,True
config_7809,accurate,26,Crashed,True
config_781,accurate,594,Crashed,True
config_7810,accurate,1727,Crashed,True
config_7811,accurate,6507,Crashed,True
config_7812,accurate,5673,Crashed,True
config_7813,accurate,4806,Complete,False
config_7814,accurate,558,Complete,False
config_7815,accurate,464,Crashed,True
config_7816,accurate,272,Crashed,True
config_7817,accurate,44,Crashed,True
config_7818,accurate,38,Crashed,True
config_7819,accurate,1697,Crashed,True
config_782,accurate,254,Crashed,True
config_7857,accurate,30,Crashed,True
config_7858,accurate,1174,Complete,False
config_7859,accurate,445,Crashed,True
config_786,accurate,3386,Crashed,True
config_7860,accurate,12,Crashed,True
config_7861,accurate,6,Crashed,True
config_7862,accurate,7977,Complete,False
config_7863,accurate,460,Crashed,True
config_7864,accurate,1620,Crashed,True
config_7865,accurate,5665,Crashed,True
config_7866,accurate,1556,Complete,False
config_7867,accurate,7,Crashed,True
config_7868,accurate,219,Crashed,True
config_7869,accurate,5089,Complete,False
config_787,accurate,58,Crashed,True
config_7870,accurate,63,Crashed,True
config_7871,accurate,441,Crashed,True
config_7872,accurate,439,Crashed,True
config_7873,accurate,278,Crashed,True
config_7874,accurate,18,Crashed,True
config_7893,accurate,861,Crashed,True
config_7894,accurate,4272,Crashed,True
config_7895,accurate,881,Crashed,True
config_7896,accurate,5,Crashed,True
config_7897,accurate,110,Crashed,True
config_7898,accurate,8,Crashed,True
config_7899,accurate,567,Complete,False
config_79,accurate,452,Crashed,True
config_790,accurate,7,Crashed,True
config_7900,accurate,255,Crashed,True
config_7901,accurate,1,Crashed,True
config_7902,accurate,4286,Crashed,True
config_7903,accurate,2,Crashed,True
config_7904,accurate,861,Crashed,True
config_7905,accurate,995,Crashed,True
config_7906,accurate,5,Crashed,True
config_7907,accurate,1356,Complete,False
config_7908,accurate,2347,Crashed,True
config_7909,accurate,451,Crashed,True
config_791,accurate,2050,Crashed,True
config_7875,accurate,236,Crashed,True
config_7876,accurate,136,Crashed,True
config_7877,accurate,1190,Crashed,True
config_7878,accurate,4198,Crashed,True
config_7879,accurate,10,Crashed,True
config_788,accurate,1275,Crashed,True
config_7880,accurate,2705,Crashed,True
config_7881,accurate,2939,Crashed,True
config_7882,accurate,65,Crashed,True
config_7883,accurate,1,Crashed,True
config_7884,accurate,10,Crashed,True
config_7885,accurate,32,Crashed,True
config_7886,accurate,988,Crashed,True
config_7887,accurate,42,Crashed,True
config_7888,accurate,443,Crashed,True
config_7889,accurate,8597,Complete,False
config_789,accurate,58,Crashed,True
config_7890,accurate,2727,Crashed,True
config_7891,accurate,589,Crashed,True
config_7892,accurate,18,Crashed,True
config_7604,accurate,9459,Complete,False
config_7605,accurate,5921,Complete,False
config_7606,accurate,3,Crashed,True
config_7607,accurate,3759,Complete,False
config_7608,accurate,1,Crashed,True
config_7609,accurate,5312,Complete,False
config_761,accurate,1167,Complete,False
config_7610,accurate,6457,Complete,False
config_7611,accurate,1667,Complete,False
config_7612,accurate,2987,Crashed,True
config_7613,accurate,68,Crashed,True
config_7614,accurate,442,Crashed,True
config_7615,accurate,8,Crashed,True
config_7616,accurate,1,Crashed,True
config_7617,accurate,1678,Complete,False
config_7618,accurate,535,Crashed,True
config_7619,accurate,16,Crashed,True
config_762,accurate,7042,Complete,False
config_7620,accurate,427,Crashed,True
config_7621,accurate,3168,Complete,False
config_7910,accurate,430,Crashed,True
config_7911,accurate,5138,Crashed,True
config_7912,accurate,2700,Crashed,True
config_7913,accurate,1,Crashed,True
config_7914,accurate,989,Crashed,True
config_7915,accurate,4540,Crashed,True
config_7916,accurate,407,Crashed,True
config_7917,accurate,546,Crashed,True
config_7918,accurate,853,Complete,False
config_7919,accurate,2726,Complete,False
config_792,accurate,264,Crashed,True
config_7920,accurate,650,Complete,False
config_7921,accurate,10,Crashed,True
config_7922,accurate,966,Crashed,True
config_7923,accurate,925,Crashed,True
config_7924,accurate,233,Crashed,True
config_7925,accurate,439,Crashed,True
config_7926,accurate,521,Complete,False
config_7927,accurate,1433,Complete,False
config_7928,accurate,144,Crashed,True
config_7929,accurate,4,Crashed,True
config_793,accurate,6736,Complete,False
config_7930,accurate,409,Crashed,True
config_7931,accurate,51,Crashed,True
config_7932,accurate,442,Crashed,True
config_7933,accurate,73,Crashed,True
config_7934,accurate,448,Crashed,True
config_7935,accurate,1565,Crashed,True
config_7936,accurate,727,Complete,False
config_7937,accurate,264,Crashed,True
config_7938,accurate,59,Crashed,True
config_7939,accurate,2707,Crashed,True
config_794,accurate,987,Crashed,True
config_7940,accurate,8521,Complete,False
config_7941,accurate,443,Crashed,True
config_7942,accurate,60,Crashed,True
config_7943,accurate,444,Crashed,True
config_7944,accurate,95,Crashed,True
config_7945,accurate,284,Crashed,True
config_7946,accurate,13,Crashed,True
config_7749,accurate,7672,Crashed,True
config_775,accurate,28,Crashed,True
config_7750,accurate,10,Crashed,True
config_7751,accurate,2,Crashed,True
config_7752,accurate,5990,Complete,False
config_7753,accurate,3173,Crashed,True
config_7754,accurate,48,Crashed,True
config_7755,accurate,455,Crashed,True
config_7756,accurate,59,Crashed,True
config_7757,accurate,1429,Crashed,True
config_7758,accurate,3380,Crashed,True
config_7759,accurate,2774,Complete,False
config_776,accurate,4617,Complete,False
config_7760,accurate,349,Crashed,True
config_7761,accurate,1,Crashed,True
config_7762,accurate,8156,Complete,False
config_7763,accurate,526,Crashed,True
config_7764,accurate,9532,Complete,False
config_7765,accurate,1,Crashed,True
config_7766,accurate,460,Crashed,True
config_800,accurate,4535,Complete,False
config_8000,accurate,2384,Crashed,True
config_8001,accurate,3,Crashed,True
config_8002,accurate,258,Crashed,True
config_8003,accurate,1,Crashed,True
config_8004,accurate,1720,Complete,False
config_8005,accurate,2853,Complete,False
config_8006,accurate,445,Crashed,True
config_8007,accurate,60,Crashed,True
config_8008,accurate,1933,Complete,False
config_8009,accurate,46,Crashed,True
config_801,accurate,4671,Complete,False
config_8010,accurate,58,Crashed,True
config_8011,accurate,61,Crashed,True
config_8012,accurate,444,Crashed,True
config_8013,accurate,893,Crashed,True
config_8014,accurate,1,Crashed,True
config_8015,accurate,53,Crashed,True
config_8016,accurate,62,Crashed,True
config_8017,accurate,52,Crashed,True
config_8018,accurate,523,Crashed,True
config_8019,accurate,1491,Crashed,True
config_802,accurate,57,Crashed,True
config_8020,accurate,50,Crashed,True
config_8021,accurate,1008,Crashed,True
config_8022,accurate,55,Crashed,True
config_8023,accurate,436,Crashed,True
config_8024,accurate,1191,Crashed,True
config_8025,accurate,955,Crashed,True
config_8026,accurate,897,Crashed,True
config_8027,accurate,2563,Complete,False
config_8028,accurate,4174,Crashed,True
config_8029,accurate,2002,Crashed,True
config_803,accurate,49,Crashed,True
config_8030,accurate,1689,Crashed,True
config_8031,accurate,1956,Crashed,True
config_8032,accurate,704,Complete,False
config_8033,accurate,2,Crashed,True
config_8034,accurate,58,Crashed,True
config_8035,accurate,36,Crashed,True
config_8090,accurate,775,Crashed,True
config_8091,accurate,438,Crashed,True
config_8092,accurate,52,Crashed,True
config_8093,accurate,57,Crashed,True
config_8094,accurate,10,Crashed,True
config_8095,accurate,188,Complete,False
config_8096,accurate,51,Crashed,True
config_8097,accurate,3,Crashed,True
config_8098,accurate,2559,Complete,False
config_8099,accurate,960,Complete,False
config_81,accurate,4129,Complete,False
config_810,accurate,30,Crashed,True
config_8100,accurate,442,Crashed,True
config_8101,accurate,252,Complete,False
config_8102,accurate,1,Crashed,True
config_8103,accurate,1610,Complete,False
config_8104,accurate,1,Crashed,True
config_8105,accurate,4,Crashed,True
config_8106,accurate,2727,Complete,False
config_8107,accurate,212,Crashed,True
config_8036,accurate,247,Crashed,True
config_8037,accurate,8636,Complete,False
config_8038,accurate,2116,Complete,False
config_8039,accurate,3,Crashed,True
config_804,accurate,57,Crashed,True
config_8040,accurate,1,Crashed,True
config_8041,accurate,63,Crashed,True
config_8042,accurate,65,Crashed,True
config_8043,accurate,4,Crashed,True
config_8044,accurate,872,Crashed,True
config_8045,accurate,1954,Crashed,True
config_8046,accurate,250,Crashed,True
config_8047,accurate,8,Crashed,True
config_8048,accurate,3,Crashed,True
config_8049,accurate,256,Crashed,True
config_805,accurate,26,Crashed,True
config_8050,accurate,1985,Crashed,True
config_8051,accurate,6530,Complete,False
config_8052,accurate,1,Crashed,True
config_8053,accurate,6,Crashed,True
config_8126,accurate,368,Crashed,True
config_8127,accurate,68,Crashed,True
config_8128,accurate,59,Crashed,True
config_8129,accurate,2702,Crashed,True
config_813,accurate,516,Crashed,True
config_8130,accurate,51,Crashed,True
config_8131,accurate,643,Crashed,True
config_8132,accurate,975,Crashed,True
config_8133,accurate,24,Crashed,True
config_8134,accurate,767,Crashed,True
config_8135,accurate,7480,Complete,False
config_8136,accurate,56,Crashed,True
config_8137,accurate,58,Crashed,True
config_8138,accurate,50,Crashed,True
config_8139,accurate,441,Crashed,True
config_814,accurate,247,Crashed,True
config_8140,accurate,9,Crashed,True
config_8141,accurate,3,Crashed,True
config_8142,accurate,72,Crashed,True
config_8143,accurate,6796,Complete,False
config_8054,accurate,2280,Complete,False
config_8055,accurate,1,Crashed,True
config_8056,accurate,756,Crashed,True
config_8057,accurate,897,Crashed,True
config_8058,accurate,1372,Crashed,True
config_8059,accurate,1565,Crashed,True
config_806,accurate,5,Crashed,True
config_8060,accurate,295,Crashed,True
config_8061,accurate,1023,Complete,False
config_8062,accurate,535,Crashed,True
config_8063,accurate,144,Crashed,True
config_8064,accurate,1241,Complete,False
config_8065,accurate,57,Crashed,True
config_8066,accurate,7103,Crashed,True
config_8067,accurate,14,Crashed,True
config_8068,accurate,46,Crashed,True
config_8069,accurate,1771,Complete,False
config_807,accurate,75,Crashed,True
config_8070,accurate,856,Crashed,True
config_8071,accurate,3946,Crashed,True
config_8072,accurate,6,Crashed,True
config_8073,accurate,1933,Crashed,True
config_8074,accurate,6010,Complete,False
config_8075,accurate,244,Crashed,True
config_8076,accurate,1508,Complete,False
config_8077,accurate,440,Crashed,True
config_8078,accurate,1,Crashed,True
config_8079,accurate,864,Crashed,True
config_808,accurate,469,Crashed,True
config_8080,accurate,2933,Complete,False
config_8081,accurate,50,Crashed,True
config_8082,accurate,3479,Crashed,True
config_8083,accurate,2902,Complete,False
config_8084,accurate,3,Crashed,True
config_8085,accurate,49,Crashed,True
config_8086,accurate,72,Crashed,True
config_8087,accurate,2031,Crashed,True
config_8088,accurate,479,Crashed,True
config_8089,accurate,3,Crashed,True
config_809,accurate,1051,Complete,False
config_8162,accurate,2402,Crashed,True
config_8163,accurate,878,Crashed,True
config_8164,accurate,36,Crashed,True
config_8165,accurate,55,Crashed,True
config_8166,accurate,451,Crashed,True
config_8167,accurate,14,Crashed,True
config_8168,accurate,2942,Crashed,True
config_8169,accurate,60,Crashed,True
config_817,accurate,936,Crashed,True
config_8170,accurate,2,Crashed,True
config_8171,accurate,1154,Crashed,True
config_8172,accurate,4367,Crashed,True
config_8173,accurate,61,Crashed,True
config_8174,accurate,243,Crashed,True
config_8175,accurate,974,Crashed,True
config_8176,accurate,228,Complete,False
config_8177,accurate,2,Crashed,True
config_8178,accurate,381,Complete,False
config_8179,accurate,2891,Crashed,True
config_818,accurate,427,Crashed,True
config_7965,accurate,5716,Complete,False
config_7966,accurate,3,Crashed,True
config_7967,accurate,243,Crashed,True
config_7968,accurate,3115,Complete,False
config_7969,accurate,1477,Crashed,True
config_797,accurate,22,Crashed,True
config_7970,accurate,2739,Crashed,True
config_7971,accurate,1791,Crashed,True
config_7972,accurate,2387,Crashed,True
config_7973,accurate,5984,Complete,False
config_7974,accurate,2214,Complete,False
config_7975,accurate,55,Crashed,True
config_7976,accurate,4605,Crashed,True
config_7977,accurate,1,Crashed,True
config_7978,accurate,51,Crashed,True
config_7979,accurate,2097,Crashed,True
config_798,accurate,51,Crashed,True
config_7980,accurate,1883,Crashed,True
config_7981,accurate,2706,Crashed,True
config_7982,accurate,8,Crashed,True
config_7947,accurate,64,Crashed,True
config_7948,accurate,14,Crashed,True
config_7949,accurate,8252,Complete,False
config_795,accurate,114,Crashed,True
config_7950,accurate,2135,Complete,False
config_7951,accurate,1202,Crashed,True
config_7952,accurate,76,Crashed,True
config_7953,accurate,8,Crashed,True
config_7954,accurate,10,Crashed,True
config_7955,accurate,7124,Complete,False
config_7956,accurate,68,Crashed,True
config_7957,accurate,2248,Complete,False
config_7958,accurate,433,Crashed,True
config_7959,accurate,36,Crashed,True
config_796,accurate,5954,Complete,False
config_7960,accurate,1741,Crashed,True
config_7961,accurate,4405,Crashed,True
config_7962,accurate,6418,Crashed,True
config_7963,accurate,28,Crashed,True
config_7964,accurate,3723,Crashed,True
config_7983,accurate,4,Crashed,True
config_7984,accurate,86,Crashed,True
config_7985,accurate,6620,Complete,False
config_7986,accurate,1535,Crashed,True
config_7987,accurate,3406,Complete,False
config_7988,accurate,1785,Complete,False
config_7989,accurate,4,Crashed,True
config_799,accurate,251,Crashed,True
config_7990,accurate,10,Crashed,True
config_7991,accurate,3055,Crashed,True
config_7992,accurate,1,Crashed,True
config_7993,accurate,1,Crashed,True
config_7994,accurate,1,Crashed,True
config_7995,accurate,2,Crashed,True
config_7996,accurate,209,Crashed,True
config_7997,accurate,651,Crashed,True
config_7998,accurate,8,Crashed,True
config_7999,accurate,5295,Crashed,True
config_8,accurate,2267,Crashed,True
config_80,accurate,8093,Crashed,True
config_8108,accurate,24,Crashed,True
config_8109,accurate,2,Crashed,True
config_811,accurate,465,Crashed,True
config_8110,accurate,2257,Complete,False
config_8111,accurate,2924,Crashed,True
config_8112,accurate,239,Crashed,True
config_8113,accurate,4788,Complete,False
config_8114,accurate,1199,Crashed,True
config_8115,accurate,2126,Crashed,True
config_8116,accurate,1,Crashed,True
config_8117,accurate,44,Crashed,True
config_8118,accurate,34,Crashed,True
config_8119,accurate,4194,Crashed,True
config_812,accurate,3125,Complete,False
config_8120,accurate,1001,Crashed,True
config_8121,accurate,228,Crashed,True
config_8122,accurate,523,Crashed,True
config_8123,accurate,60,Crashed,True
config_8124,accurate,69,Crashed,True
config_8125,accurate,9013,Crashed,True
config_8252,accurate,3,Crashed,True
config_8253,accurate,433,Crashed,True
config_8254,accurate,239,Crashed,True
config_8255,accurate,816,Complete,False
config_8256,accurate,66,Crashed,True
config_8257,accurate,246,Crashed,True
config_8258,accurate,5400,Crashed,True
config_8259,accurate,76,Crashed,True
config_826,accurate,3,Crashed,True
config_8260,accurate,2704,Crashed,True
config_8261,accurate,251,Crashed,True
config_8262,accurate,2,Crashed,True
config_8263,accurate,22,Crashed,True
config_8264,accurate,38,Crashed,True
config_8265,accurate,73,Crashed,True
config_8266,accurate,1671,Crashed,True
config_8267,accurate,73,Crashed,True
config_8268,accurate,744,Crashed,True
config_8269,accurate,1952,Crashed,True
config_827,accurate,1952,Complete,False
config_8270,accurate,12,Crashed,True
config_8271,accurate,2349,Crashed,True
config_8272,accurate,2,Crashed,True
config_8273,accurate,175,Complete,False
config_8274,accurate,114,Crashed,True
config_8275,accurate,16,Crashed,True
config_8276,accurate,50,Crashed,True
config_8277,accurate,3098,Complete,False
config_8278,accurate,1273,Crashed,True
config_8279,accurate,1716,Complete,False
config_828,accurate,20,Crashed,True
config_8280,accurate,447,Crashed,True
config_8281,accurate,1161,Crashed,True
config_8282,accurate,2348,Crashed,True
config_8283,accurate,1954,Crashed,True
config_8284,accurate,9,Crashed,True
config_8285,accurate,1151,Crashed,True
config_8286,accurate,901,Crashed,True
config_8287,accurate,67,Crashed,True
config_8288,accurate,14,Crashed,True
config_8180,accurate,433,Crashed,True
config_8181,accurate,219,Complete,False
config_8182,accurate,1,Crashed,True
config_8183,accurate,70,Crashed,True
config_8184,accurate,1618,Crashed,True
config_8185,accurate,61,Crashed,True
config_8186,accurate,4531,Crashed,True
config_8187,accurate,2332,Crashed,True
config_8188,accurate,6450,Crashed,True
config_8189,accurate,1,Crashed,True
config_819,accurate,71,Crashed,True
config_8190,accurate,3447,Complete,False
config_8191,accurate,879,Crashed,True
config_8192,accurate,1,Crashed,True
config_8193,accurate,74,Crashed,True
config_8194,accurate,970,Crashed,True
config_8195,accurate,247,Crashed,True
config_8196,accurate,2777,Crashed,True
config_8197,accurate,2,Crashed,True
config_8198,accurate,68,Crashed,True
config_8216,accurate,2564,Crashed,True
config_8217,accurate,5421,Complete,False
config_8218,accurate,1431,Crashed,True
config_8219,accurate,53,Crashed,True
config_822,accurate,34,Crashed,True
config_8220,accurate,1974,Complete,False
config_8221,accurate,2706,Complete,False
config_8222,accurate,239,Crashed,True
config_8223,accurate,55,Crashed,True
config_8224,accurate,449,Crashed,True
config_8225,accurate,56,Crashed,True
config_8226,accurate,1009,Complete,False
config_8227,accurate,1304,Complete,False
config_8228,accurate,489,Crashed,True
config_8229,accurate,3496,Complete,False
config_823,accurate,1,Crashed,True
config_8230,accurate,254,Crashed,True
config_8231,accurate,350,Complete,False
config_8232,accurate,1,Crashed,True
config_8233,accurate,1813,Crashed,True
config_8199,accurate,7313,Complete,False
config_82,accurate,1784,Crashed,True
config_820,accurate,936,Crashed,True
config_8200,accurate,2254,Crashed,True
config_8201,accurate,24,Crashed,True
config_8202,accurate,2012,Complete,False
config_8203,accurate,183,Crashed,True
config_8204,accurate,2688,Crashed,True
config_8205,accurate,240,Crashed,True
config_8206,accurate,4186,Crashed,True
config_8207,accurate,1167,Complete,False
config_8208,accurate,51,Crashed,True
config_8209,accurate,2588,Crashed,True
config_821,accurate,40,Crashed,True
config_8210,accurate,12,Crashed,True
config_8211,accurate,448,Crashed,True
config_8212,accurate,57,Crashed,True
config_8213,accurate,3,Crashed,True
config_8214,accurate,10,Crashed,True
config_8215,accurate,62,Crashed,True
config_8306,accurate,3,Crashed,True
config_8307,accurate,36,Crashed,True
config_8308,accurate,38,Crashed,True
config_8309,accurate,66,Crashed,True
config_831,accurate,1454,Complete,False
config_8310,accurate,2540,Crashed,True
config_8311,accurate,36,Crashed,True
config_8312,accurate,2,Crashed,True
config_8313,accurate,49,Crashed,True
config_8314,accurate,18,Crashed,True
config_8315,accurate,7090,Crashed,True
config_8316,accurate,1,Crashed,True
config_8317,accurate,1632,Complete,False
config_8318,accurate,452,Crashed,True
config_8319,accurate,234,Crashed,True
config_832,accurate,192,Crashed,True
config_8320,accurate,849,Crashed,True
config_8321,accurate,71,Crashed,True
config_8322,accurate,1907,Crashed,True
config_8323,accurate,69,Crashed,True
config_8397,accurate,771,Crashed,True
config_8398,accurate,237,Complete,False
config_8399,accurate,6,Crashed,True
config_84,accurate,445,Complete,False
config_840,accurate,52,Crashed,True
config_8400,accurate,12,Crashed,True
config_8401,accurate,4283,Complete,False
config_8402,accurate,451,Crashed,True
config_8403,accurate,751,Crashed,True
config_8404,accurate,2866,Complete,False
config_8405,accurate,6,Crashed,True
config_8406,accurate,5,Crashed,True
config_8407,accurate,277,Crashed,True
config_8408,accurate,2050,Complete,False
config_8409,accurate,3842,Crashed,True
config_841,accurate,337,Complete,False
config_8410,accurate,1,Crashed,True
config_8411,accurate,38,Crashed,True
config_8412,accurate,1,Crashed,True
config_8413,accurate,62,Crashed,True
config_8360,accurate,48,Crashed,True
config_8361,accurate,3499,Crashed,True
config_8362,accurate,439,Crashed,True
config_8363,accurate,256,Crashed,True
config_8364,accurate,7668,Crashed,True
config_8365,accurate,100,Crashed,True
config_8366,accurate,400,Complete,False
config_8367,accurate,1101,Complete,False
config_8368,accurate,52,Crashed,True
config_8369,accurate,410,Complete,False
config_837,accurate,1162,Crashed,True
config_8370,accurate,70,Crashed,True
config_8371,accurate,1258,Crashed,True
config_8372,accurate,1,Crashed,True
config_8373,accurate,1,Crashed,True
config_8374,accurate,1574,Crashed,True
config_8375,accurate,3178,Crashed,True
config_8376,accurate,1531,Complete,False
config_8377,accurate,74,Crashed,True
config_8378,accurate,68,Crashed,True
config_8144,accurate,4915,Complete,False
config_8145,accurate,6484,Complete,False
config_8146,accurate,6535,Complete,False
config_8147,accurate,3891,Complete,False
config_8148,accurate,1670,Complete,False
config_8149,accurate,442,Complete,False
config_815,accurate,436,Crashed,True
config_8150,accurate,367,Complete,False
config_8151,accurate,4294,Complete,False
config_8152,accurate,2485,Crashed,True
config_8153,accurate,40,Crashed,True
config_8154,accurate,1797,Crashed,True
config_8155,accurate,10,Crashed,True
config_8156,accurate,1672,Crashed,True
config_8157,accurate,4307,Complete,False
config_8158,accurate,1521,Complete,False
config_8159,accurate,1198,Complete,False
config_816,accurate,449,Crashed,True
config_8160,accurate,3060,Crashed,True
config_8161,accurate,1431,Crashed,True
config_8234,accurate,3,Crashed,True
config_8235,accurate,74,Crashed,True
config_8236,accurate,3429,Complete,False
config_8237,accurate,2802,Crashed,True
config_8238,accurate,2,Crashed,True
config_8239,accurate,427,Crashed,True
config_824,accurate,3,Crashed,True
config_8240,accurate,2919,Crashed,True
config_8241,accurate,7201,Complete,False
config_8242,accurate,9,Crashed,True
config_8243,accurate,2829,Complete,False
config_8244,accurate,1249,Crashed,True
config_8245,accurate,70,Crashed,True
config_8246,accurate,4269,Complete,False
config_8247,accurate,40,Crashed,True
config_8248,accurate,455,Crashed,True
config_8249,accurate,3476,Complete,False
config_825,accurate,40,Crashed,True
config_8250,accurate,20,Crashed,True
config_8251,accurate,6487,Complete,False
config_8469,accurate,62,Crashed,True
config_847,accurate,7,Crashed,True
config_8470,accurate,62,Crashed,True
config_8471,accurate,760,Complete,False
config_8472,accurate,840,Crashed,True
config_8473,accurate,5526,Crashed,True
config_8474,accurate,234,Crashed,True
config_8475,accurate,18,Crashed,True
config_8476,accurate,1,Crashed,True
config_8477,accurate,455,Crashed,True
config_8478,accurate,287,Complete,False
config_8479,accurate,574,Crashed,True
config_848,accurate,1726,Crashed,True
config_8480,accurate,13,Crashed,True
config_8481,accurate,1459,Crashed,True
config_8482,accurate,50,Crashed,True
config_8483,accurate,1447,Complete,False
config_8484,accurate,4393,Crashed,True
config_8485,accurate,56,Crashed,True
config_8486,accurate,2364,Crashed,True
config_8540,accurate,861,Crashed,True
config_8541,accurate,128,Crashed,True
config_8542,accurate,1,Crashed,True
config_8543,accurate,50,Crashed,True
config_8544,accurate,46,Crashed,True
config_8545,accurate,4,Crashed,True
config_8546,accurate,771,Complete,False
config_8547,accurate,2748,Crashed,True
config_8548,accurate,2255,Crashed,True
config_8549,accurate,53,Crashed,True
config_855,accurate,1,Crashed,True
config_8550,accurate,2067,Complete,False
config_8551,accurate,648,Complete,False
config_8552,accurate,4,Crashed,True
config_8553,accurate,256,Crashed,True
config_8554,accurate,58,Crashed,True
config_8555,accurate,71,Crashed,True
config_8556,accurate,425,Crashed,True
config_8557,accurate,7814,Complete,False
config_8558,accurate,1,Crashed,True
config_8432,accurate,2,Crashed,True
config_8433,accurate,6869,Complete,False
config_8434,accurate,14,Crashed,True
config_8435,accurate,84,Crashed,True
config_8436,accurate,64,Crashed,True
config_8437,accurate,1949,Crashed,True
config_8438,accurate,2614,Complete,False
config_8439,accurate,954,Complete,False
config_844,accurate,8,Crashed,True
config_8440,accurate,64,Crashed,True
config_8441,accurate,1750,Crashed,True
config_8442,accurate,18,Crashed,True
config_8443,accurate,50,Crashed,True
config_8444,accurate,448,Crashed,True
config_8445,accurate,1409,Complete,False
config_8446,accurate,6,Crashed,True
config_8447,accurate,770,Complete,False
config_8448,accurate,349,Crashed,True
config_8449,accurate,9,Crashed,True
config_845,accurate,5350,Complete,False
config_8324,accurate,5981,Complete,False
config_8325,accurate,76,Crashed,True
config_8326,accurate,2,Crashed,True
config_8327,accurate,1719,Crashed,True
config_8328,accurate,67,Crashed,True
config_8329,accurate,447,Crashed,True
config_833,accurate,265,Crashed,True
config_8330,accurate,2241,Complete,False
config_8331,accurate,7058,Complete,False
config_8332,accurate,2268,Crashed,True
config_8333,accurate,12,Crashed,True
config_8334,accurate,1525,Crashed,True
config_8335,accurate,427,Crashed,True
config_8336,accurate,2,Crashed,True
config_8337,accurate,86,Crashed,True
config_8338,accurate,3364,Complete,False
config_8339,accurate,1327,Complete,False
config_834,accurate,1772,Crashed,True
config_8340,accurate,28,Crashed,True
config_8341,accurate,1390,Complete,False
config_8504,accurate,339,Crashed,True
config_8505,accurate,78,Crashed,True
config_8506,accurate,460,Crashed,True
config_8507,accurate,3,Crashed,True
config_8508,accurate,9,Crashed,True
config_8509,accurate,435,Crashed,True
config_851,accurate,5722,Complete,False
config_8510,accurate,2,Crashed,True
config_8511,accurate,750,Crashed,True
config_8512,accurate,1,Crashed,True
config_8513,accurate,4019,Complete,False
config_8514,accurate,258,Crashed,True
config_8515,accurate,415,Complete,False
config_8516,accurate,70,Crashed,True
config_8517,accurate,1512,Complete,False
config_8518,accurate,80,Crashed,True
config_8519,accurate,2712,Complete,False
config_852,accurate,2247,Crashed,True
config_8520,accurate,3073,Complete,False
config_8521,accurate,75,Crashed,True
config_8342,accurate,2915,Crashed,True
config_8343,accurate,131,Crashed,True
config_8344,accurate,1932,Complete,False
config_8345,accurate,2,Crashed,True
config_8346,accurate,5,Crashed,True
config_8347,accurate,782,Crashed,True
config_8348,accurate,1,Crashed,True
config_8349,accurate,258,Crashed,True
config_835,accurate,1839,Crashed,True
config_8350,accurate,6422,Complete,False
config_8351,accurate,6533,Crashed,True
config_8352,accurate,1644,Crashed,True
config_8353,accurate,24,Crashed,True
config_8354,accurate,93,Crashed,True
config_8355,accurate,1342,Crashed,True
config_8356,accurate,248,Crashed,True
config_8357,accurate,1,Crashed,True
config_8358,accurate,54,Crashed,True
config_8359,accurate,9120,Complete,False
config_836,accurate,2345,Crashed,True
config_8414,accurate,8219,Complete,False
config_8415,accurate,1423,Crashed,True
config_8416,accurate,3,Crashed,True
config_8417,accurate,67,Crashed,True
config_8418,accurate,1,Crashed,True
config_8419,accurate,4110,Complete,False
config_842,accurate,527,Crashed,True
config_8420,accurate,2135,Crashed,True
config_8421,accurate,5763,Complete,False
config_8422,accurate,4149,Complete,False
config_8423,accurate,8,Crashed,True
config_8424,accurate,589,Crashed,True
config_8425,accurate,291,Complete,False
config_8426,accurate,65,Crashed,True
config_8427,accurate,629,Crashed,True
config_8428,accurate,577,Complete,False
config_8429,accurate,233,Crashed,True
config_843,accurate,2226,Complete,False
config_8430,accurate,33,Crashed,True
config_8431,accurate,14,Crashed,True
config_8559,accurate,1015,Crashed,True
config_856,accurate,2793,Crashed,True
config_8560,accurate,30,Crashed,True
config_8561,accurate,56,Crashed,True
config_8562,accurate,98,Crashed,True
config_8563,accurate,963,Crashed,True
config_8564,accurate,2160,Crashed,True
config_8565,accurate,3501,Crashed,True
config_8566,accurate,866,Crashed,True
config_8567,accurate,118,Complete,False
config_8568,accurate,52,Crashed,True
